policy,age,cancel_date,make,pol_from,pol_to,state
POL000001699,99,,Ford,2016-09-28,2017-09-27,QLD
POL000001700,94,,Mitsubishi,2017-03-27,2018-03-26,QLD
POL000001701,74,,Subaru,2016-04-27,2017-04-26,QLD
POL000001702,53,,Honda,2016-06-09,2017-06-08,QLD
POL000001703,75,,Holden,2016-05-13,2017-05-12,QLD
POL000001704,74,,Honda,2016-06-16,2017-06-15,QLD
POL000001705,61,,Honda,2016-10-17,2017-10-16,QLD
POL000001706,43,,Hyundai,2016-11-01,2017-10-31,QLD
POL000001707,53,,Toyota,2016-04-30,2017-04-29,QLD
POL000001708,20,,Toyota,2016-07-23,2017-07-22,QLD
POL000001709,22,2016-04-02,Honda,2017-03-31,2018-03-30,QLD
POL000001710,25,,Subaru,2016-07-11,2017-07-10,QLD
POL000001711,90,,Mitsubishi,2016-06-14,2017-06-13,QLD
POL000001712,39,,Holden,2016-04-06,2017-04-05,QLD
POL000001713,38,,Subaru,2017-03-25,2018-03-24,QLD
POL000001714,19,,Toyota,2016-04-19,2017-04-18,QLD
POL000001715,67,2016-06-30,Hyundai,2016-12-22,2017-12-21,QLD
POL000001716,24,,Volkswagen,2016-09-23,2017-09-22,QLD
POL000001717,22,,Toyota,2017-03-02,2018-03-01,QLD
POL000001718,50,,Volkswagen,2017-01-03,2018-01-02,QLD
POL000001719,32,,Subaru,2017-01-20,2018-01-19,QLD
POL000001720,76,,Hyundai,2016-10-17,2017-10-16,QLD
POL000001721,46,,Hyundai,2017-03-07,2018-03-06,QLD
POL000001722,20,,Mitsubishi,2016-08-11,2017-08-10,QLD
POL000001723,75,,Subaru,2017-02-08,2018-02-07,QLD
POL000001724,82,,Volkswagen,2017-01-07,2018-01-06,QLD
POL000001725,73,,Holden,2017-01-23,2018-01-22,QLD
POL000001726,91,,Holden,2016-12-19,2017-12-18,QLD
POL000001727,22,,Volkswagen,2016-04-27,2017-04-26,QLD
POL000001728,55,,Hyundai,2017-03-03,2018-03-02,QLD
POL000001729,52,,Mitsubishi,2017-02-04,2018-02-03,QLD
POL000001730,87,,Honda,2017-02-28,2018-02-27,QLD
POL000001731,48,,Mitsubishi,2016-07-11,2017-07-10,QLD
POL000001732,86,,Hyundai,2016-10-01,2017-09-30,QLD
POL000001733,41,,Nissan,2016-08-21,2017-08-20,QLD
POL000001734,55,,Subaru,2017-01-27,2018-01-26,QLD
POL000001735,63,2016-05-17,Nissan,2016-06-24,2017-06-23,QLD
POL000001736,91,,Mazda,2016-10-08,2017-10-07,QLD
POL000001737,68,,Volkswagen,2017-01-26,2018-01-25,QLD
POL000001738,55,,Ford,2016-09-07,2017-09-06,QLD
POL000001739,87,,Mitsubishi,2016-07-16,2017-07-15,QLD
POL000001740,84,2014-09-14,Mazda,2016-08-20,2017-08-19,QLD
POL000001741,52,,Mitsubishi,2017-03-31,2018-03-30,QLD
POL000001742,45,,Honda,2017-03-09,2018-03-08,QLD
POL000001743,42,,Holden,2016-12-06,2017-12-05,QLD
POL000001744,98,,Subaru,2016-12-21,2017-12-20,QLD
POL000001745,82,,Subaru,2016-05-29,2017-05-28,QLD
POL000001746,91,,Nissan,2016-04-12,2017-04-11,QLD
POL000001747,68,,Mitsubishi,2016-06-01,2017-05-31,QLD
POL000001748,68,,Volkswagen,2017-03-24,2018-03-23,QLD
POL000001749,69,,Hyundai,2016-07-22,2017-07-21,QLD
POL000001750,26,2016-03-31,Mitsubishi,2016-07-29,2017-07-28,QLD
POL000001751,56,,Mitsubishi,2016-10-12,2017-10-11,QLD
POL000001752,87,,Mitsubishi,2017-01-13,2018-01-12,QLD
POL000001753,44,,Honda,2016-05-20,2017-05-19,QLD
POL000001754,29,,Subaru,2016-10-08,2017-10-07,QLD
POL000001755,87,,Subaru,2016-12-11,2017-12-10,QLD
POL000001756,91,,Ford,2016-12-12,2017-12-11,QLD
POL000001757,38,,Volkswagen,2016-11-03,2017-11-02,QLD
POL000001758,61,,Holden,2016-08-28,2017-08-27,QLD
POL000001759,70,,Nissan,2016-09-06,2017-09-05,QLD
POL000001760,33,,Hyundai,2016-12-17,2017-12-16,QLD
POL000001761,78,,Hyundai,2016-07-23,2017-07-22,QLD
POL000001762,81,,Hyundai,2016-09-11,2017-09-10,QLD
POL000001763,90,,Nissan,2016-10-19,2017-10-18,QLD
POL000001764,81,,Subaru,2017-01-31,2018-01-30,QLD
POL000001765,19,,Hyundai,2016-08-04,2017-08-03,QLD
POL000001766,47,,Volkswagen,2016-06-02,2017-06-01,QLD
POL000001767,94,2016-07-31,Subaru,2017-01-13,2018-01-12,QLD
POL000001768,66,,Honda,2017-02-04,2018-02-03,QLD
POL000001769,63,2016-01-31,Mitsubishi,2016-09-16,2017-09-15,QLD
POL000001770,50,,Nissan,2017-03-31,2018-03-30,QLD
POL000001771,46,2016-04-30,Holden,2017-02-23,2018-02-22,QLD
POL000001772,71,,Mitsubishi,2017-03-24,2018-03-23,QLD
POL000001773,27,,Volkswagen,2017-03-15,2018-03-14,QLD
POL000001774,55,2016-11-21,Hyundai,2017-01-05,2018-01-04,QLD
POL000001775,95,,Mazda,2016-05-08,2017-05-07,QLD
POL000001776,96,,Subaru,2016-04-16,2017-04-15,QLD
POL000001777,20,,Honda,2017-01-04,2018-01-03,QLD
POL000001778,38,,Toyota,2016-05-27,2017-05-26,QLD
POL000001779,78,2015-09-14,Volkswagen,2016-06-20,2017-06-19,QLD
POL000001780,29,,Volkswagen,2016-11-28,2017-11-27,QLD
POL000001781,50,,Honda,2016-06-20,2017-06-19,QLD
POL000001782,60,,Mitsubishi,2016-05-15,2017-05-14,QLD
POL000001783,78,,Honda,2016-11-07,2017-11-06,QLD
POL000001784,37,,Volkswagen,2017-02-21,2018-02-20,QLD
POL000001785,35,,Subaru,2016-05-09,2017-05-08,QLD
POL000001786,71,,Mazda,2016-05-03,2017-05-02,QLD
POL000001787,81,,Toyota,2016-04-18,2017-04-17,QLD
POL000001788,96,,Mazda,2016-07-30,2017-07-29,QLD
POL000001789,40,,Mazda,2016-05-08,2017-05-07,QLD
POL000001790,62,,Toyota,2016-09-23,2017-09-22,QLD
POL000001791,95,,Holden,2016-05-29,2017-05-28,QLD
POL000001792,41,,Toyota,2016-12-23,2017-12-22,QLD
POL000001793,45,,Ford,2016-11-22,2017-11-21,QLD
POL000001794,72,,Holden,2016-07-13,2017-07-12,QLD
POL000001795,72,,Toyota,2017-01-20,2018-01-19,QLD
POL000001796,64,,Mitsubishi,2016-05-29,2017-05-28,QLD
POL000001797,74,,Mitsubishi,2016-12-27,2017-12-26,QLD
POL000001798,51,2015-12-09,Nissan,2016-06-03,2017-06-02,QLD
POL000001799,94,,Subaru,2017-04-05,2018-04-04,QLD
POL000001800,77,2015-09-13,Ford,2016-08-20,2017-08-19,QLD
POL000001801,78,,Mitsubishi,2016-08-12,2017-08-11,QLD
POL000001802,44,,Toyota,2016-12-21,2017-12-20,QLD
POL000001803,79,,Ford,2016-05-07,2017-05-06,QLD
POL000001804,66,,Volkswagen,2016-08-07,2017-08-06,QLD
POL000001805,38,,Ford,2016-10-03,2017-10-02,QLD
POL000001806,72,,Hyundai,2016-07-20,2017-07-19,QLD
POL000001807,18,2015-11-01,Subaru,2016-09-30,2017-09-29,QLD
POL000001808,23,,Nissan,2017-03-07,2018-03-06,QLD
POL000001809,28,,Subaru,2017-01-05,2018-01-04,QLD
POL000001810,35,2016-09-04,Subaru,2017-02-16,2018-02-15,QLD
POL000001811,52,,Subaru,2016-05-10,2017-05-09,QLD
POL000001812,45,,Mazda,2016-09-26,2017-09-25,QLD
POL000001813,67,,Mazda,2017-02-24,2018-02-23,QLD
POL000001814,24,,Nissan,2017-03-05,2018-03-04,QLD
POL000001815,52,,Hyundai,2016-05-19,2017-05-18,QLD
POL000001816,91,,Mitsubishi,2016-05-23,2017-05-22,QLD
POL000001817,73,,Toyota,2016-12-06,2017-12-05,QLD
POL000001818,92,,Holden,2017-01-31,2018-01-30,QLD
POL000001819,32,,Toyota,2016-10-08,2017-10-07,QLD
POL000001820,68,2015-11-07,Toyota,2016-07-25,2017-07-24,QLD
POL000001821,58,,Ford,2016-11-06,2017-11-05,QLD
POL000001822,67,,Holden,2016-04-23,2017-04-22,QLD
POL000001823,79,,Ford,2017-02-28,2018-02-27,QLD
POL000001824,84,,Volkswagen,2016-07-21,2017-07-20,QLD
POL000001825,31,,Holden,2016-10-30,2017-10-29,QLD
POL000001826,52,,Toyota,2016-04-16,2017-04-15,QLD
POL000001827,26,2015-09-20,Ford,2017-02-17,2018-02-16,QLD
POL000001828,42,,Honda,2017-03-17,2018-03-16,QLD
POL000001829,29,,Ford,2017-03-03,2018-03-02,QLD
POL000001830,62,,Ford,2016-04-18,2017-04-17,QLD
POL000001831,55,,Toyota,2016-11-06,2017-11-05,QLD
POL000001832,23,,Honda,2016-08-09,2017-08-08,QLD
POL000001833,77,,Ford,2017-01-24,2018-01-23,QLD
POL000001834,91,,Honda,2016-10-17,2017-10-16,QLD
POL000001835,48,2016-05-19,Honda,2016-12-31,2017-12-30,QLD
POL000001836,62,,Subaru,2016-12-03,2017-12-02,QLD
POL000001837,62,,Holden,2017-01-30,2018-01-29,QLD
POL000001838,82,,Subaru,2016-06-20,2017-06-19,QLD
POL000001839,68,,Honda,2016-09-14,2017-09-13,QLD
POL000001840,89,,Honda,2016-08-11,2017-08-10,QLD
POL000001841,43,,Mazda,2016-06-18,2017-06-17,QLD
POL000001842,80,2015-08-10,Ford,2016-08-03,2017-08-02,QLD
POL000001843,88,,Mitsubishi,2017-03-20,2018-03-19,QLD
POL000001844,61,,Honda,2016-09-18,2017-09-17,QLD
POL000001845,82,,Volkswagen,2016-08-04,2017-08-03,QLD
POL000001846,53,,Holden,2016-11-03,2017-11-02,QLD
POL000001847,98,,Honda,2016-09-18,2017-09-17,QLD
POL000001848,49,,Mazda,2016-11-05,2017-11-04,QLD
POL000001849,77,,Mazda,2016-07-11,2017-07-10,QLD
POL000001850,88,,Holden,2016-12-12,2017-12-11,QLD
POL000001851,56,,Toyota,2016-10-12,2017-10-11,QLD
POL000001852,77,,Ford,2017-02-14,2018-02-13,QLD
POL000001853,96,,Nissan,2017-03-11,2018-03-10,QLD
POL000001854,60,,Nissan,2016-11-06,2017-11-05,QLD
POL000001855,63,,Mazda,2016-10-22,2017-10-21,QLD
POL000001856,24,2016-11-05,Honda,2017-03-24,2018-03-23,QLD
POL000001857,58,2016-06-10,Honda,2017-02-11,2018-02-10,QLD
POL000001858,25,,Mazda,2017-01-19,2018-01-18,QLD
POL000001859,37,,Volkswagen,2017-03-30,2018-03-29,QLD
POL000001860,90,,Nissan,2016-10-19,2017-10-18,QLD
POL000001861,50,,Hyundai,2016-07-06,2017-07-05,QLD
POL000001862,92,,Ford,2016-11-05,2017-11-04,QLD
POL000001863,18,,Mitsubishi,2016-09-06,2017-09-05,QLD
POL000001864,33,,Toyota,2016-05-18,2017-05-17,QLD
POL000001865,48,,Holden,2016-07-17,2017-07-16,QLD
POL000001866,54,,Volkswagen,2017-02-11,2018-02-10,QLD
POL000001867,18,,Subaru,2016-06-28,2017-06-27,QLD
POL000001868,41,,Nissan,2016-05-24,2017-05-23,QLD
POL000001869,60,,Toyota,2016-06-05,2017-06-04,QLD
POL000001870,38,,Ford,2016-05-25,2017-05-24,QLD
POL000001871,55,,Ford,2016-09-21,2017-09-20,QLD
POL000001872,25,2015-09-19,Mazda,2016-06-26,2017-06-25,WA
POL000001873,20,,Toyota,2017-01-04,2018-01-03,WA
POL000001874,57,,Mazda,2016-06-22,2017-06-21,WA
POL000001875,98,2015-12-16,Nissan,2016-05-21,2017-05-20,WA
POL000001876,22,,Holden,2017-01-25,2018-01-24,WA
POL000001877,51,,Ford,2016-05-23,2017-05-22,WA
POL000001878,94,,Toyota,2016-11-23,2017-11-22,WA
POL000001879,22,,Ford,2016-06-03,2017-06-02,WA
POL000001880,53,,Subaru,2017-03-16,2018-03-15,WA
POL000001881,34,,Toyota,2016-11-26,2017-11-25,WA
POL000001882,24,,Mitsubishi,2017-02-25,2018-02-24,WA
POL000001883,64,2014-03-27,Honda,2016-08-08,2017-08-07,WA
POL000001884,59,,Subaru,2016-05-06,2017-05-05,WA
POL000001885,90,,Mazda,2016-04-11,2017-04-10,WA
POL000001886,98,,Holden,2017-02-28,2018-02-27,WA
POL000001887,55,,Ford,2016-04-22,2017-04-21,WA
POL000001888,62,,Mitsubishi,2017-03-17,2018-03-16,WA
POL000001889,66,,Mazda,2016-12-01,2017-11-30,WA
POL000001890,29,,Hyundai,2016-05-05,2017-05-04,WA
POL000001891,82,,Holden,2017-03-27,2018-03-26,WA
POL000001892,37,,Mitsubishi,2016-07-31,2017-07-30,WA
POL000001893,31,2016-12-12,Hyundai,2017-03-28,2018-03-27,WA
POL000001894,58,,Mitsubishi,2017-03-25,2018-03-24,WA
POL000001895,28,,Nissan,2017-01-08,2018-01-07,WA
POL000001896,42,,Hyundai,2016-08-21,2017-08-20,WA
POL000001897,68,2016-11-01,Honda,2016-11-24,2017-11-23,WA
POL000001898,20,,Holden,2016-06-10,2017-06-09,WA
POL000001899,79,2016-07-08,Toyota,2016-09-05,2017-09-04,WA
POL000001900,56,,Holden,2017-01-22,2018-01-21,WA
POL000001901,39,,Volkswagen,2017-01-13,2018-01-12,WA
POL000001902,47,,Hyundai,2016-05-29,2017-05-28,WA
POL000001903,24,,Toyota,2016-09-08,2017-09-07,WA
POL000001904,85,,Honda,2017-01-01,2017-12-31,WA
POL000001905,68,,Mazda,2016-05-05,2017-05-04,WA
POL000001906,96,,Volkswagen,2016-11-15,2017-11-14,WA
POL000001907,79,,Subaru,2016-12-24,2017-12-23,WA
POL000001908,89,,Volkswagen,2016-04-23,2017-04-22,WA
POL000001909,86,,Honda,2017-01-22,2018-01-21,WA
POL000001910,84,,Subaru,2016-11-28,2017-11-27,WA
POL000001911,53,,Holden,2016-08-25,2017-08-24,WA
POL000001912,84,,Hyundai,2016-09-09,2017-09-08,WA
POL000001913,97,,Mitsubishi,2016-07-03,2017-07-02,WA
POL000001914,20,,Mazda,2017-03-15,2018-03-14,WA
POL000001915,80,2016-04-11,Honda,2016-11-18,2017-11-17,WA
POL000001916,35,,Honda,2017-02-11,2018-02-10,WA
POL000001917,37,2015-09-07,Toyota,2016-06-03,2017-06-02,WA
POL000001918,84,,Toyota,2016-09-26,2017-09-25,WA
POL000001919,61,2016-11-24,Honda,2016-11-24,2017-11-23,WA
POL000001920,57,,Holden,2017-01-09,2018-01-08,WA
POL000001921,69,,Subaru,2016-04-18,2017-04-17,WA
POL000001922,82,,Mitsubishi,2016-07-29,2017-07-28,WA
POL000001923,67,,Subaru,2016-04-24,2017-04-23,WA
POL000001924,36,,Mitsubishi,2016-10-17,2017-10-16,WA
POL000001925,54,,Honda,2016-04-22,2017-04-21,WA
POL000001926,34,,Hyundai,2016-06-30,2017-06-29,WA
POL000001927,19,,Subaru,2016-10-15,2017-10-14,WA
POL000001928,66,,Honda,2016-06-05,2017-06-04,WA
POL000001929,65,,Nissan,2016-08-08,2017-08-07,WA
POL000001930,98,,Nissan,2016-04-18,2017-04-17,WA
POL000001931,81,,Volkswagen,2016-07-13,2017-07-12,WA
POL000001932,79,2017-01-27,Toyota,2017-02-11,2018-02-10,WA
POL000001933,52,,Hyundai,2016-06-18,2017-06-17,WA
POL000001934,42,,Subaru,2016-12-01,2017-11-30,WA
POL000001935,45,,Volkswagen,2017-02-22,2018-02-21,WA
POL000001936,21,,Holden,2016-09-15,2017-09-14,WA
POL000001937,73,,Nissan,2016-08-13,2017-08-12,WA
POL000001938,37,,Nissan,2016-09-26,2017-09-25,WA
POL000001939,41,,Hyundai,2016-10-27,2017-10-26,WA
POL000001940,27,,Toyota,2016-06-15,2017-06-14,WA
POL000001941,53,,Subaru,2016-06-24,2017-06-23,WA
POL000001942,79,,Volkswagen,2017-03-19,2018-03-18,WA
POL000001943,82,,Nissan,2017-02-18,2018-02-17,WA
POL000001944,54,,Ford,2017-01-19,2018-01-18,WA
POL000001945,81,,Volkswagen,2016-07-18,2017-07-17,WA
POL000001946,62,,Toyota,2016-04-08,2017-04-07,WA
POL000001947,71,,Nissan,2016-09-03,2017-09-02,WA
POL000001948,47,,Volkswagen,2017-02-21,2018-02-20,WA
POL000001949,55,,Mazda,2016-06-17,2017-06-16,WA
POL000001950,91,,Holden,2016-06-13,2017-06-12,WA
POL000001951,80,,Mitsubishi,2016-07-02,2017-07-01,WA
POL000001952,97,,Ford,2017-02-26,2018-02-25,WA
POL000001953,18,,Nissan,2016-08-15,2017-08-14,WA
POL000001954,62,,Mitsubishi,2016-11-14,2017-11-13,WA
POL000001955,83,,Honda,2016-07-16,2017-07-15,WA
POL000001956,26,,Honda,2016-10-19,2017-10-18,WA
POL000001957,88,,Nissan,2016-08-23,2017-08-22,WA
POL000001958,86,,Ford,2017-03-05,2018-03-04,WA
POL000001959,71,,Mazda,2017-01-25,2018-01-24,WA
POL000001960,34,,Volkswagen,2016-09-29,2017-09-28,WA
POL000001961,92,,Mitsubishi,2017-01-17,2018-01-16,WA
POL000001962,73,,Ford,2016-11-09,2017-11-08,WA
POL000001963,86,,Ford,2016-07-08,2017-07-07,WA
POL000001964,40,,Mitsubishi,2016-12-16,2017-12-15,WA
POL000001965,87,,Toyota,2017-02-09,2018-02-08,WA
POL000001966,70,,Nissan,2017-01-19,2018-01-18,WA
POL000001967,61,,Holden,2016-09-07,2017-09-06,WA
POL000001968,55,,Toyota,2016-12-05,2017-12-04,WA
POL000001969,78,,Hyundai,2016-06-05,2017-06-04,WA
POL000001970,76,,Hyundai,2016-10-19,2017-10-18,WA
POL000001971,39,,Volkswagen,2016-07-03,2017-07-02,WA
POL000001972,77,,Mazda,2017-02-05,2018-02-04,WA
POL000001973,39,,Subaru,2017-02-25,2018-02-24,WA
POL000001974,78,,Subaru,2016-05-17,2017-05-16,WA
POL000001975,67,,Mitsubishi,2017-01-31,2018-01-30,WA
POL000001976,46,,Holden,2017-02-27,2018-02-26,WA
POL000001977,42,,Toyota,2016-06-17,2017-06-16,WA
POL000001978,63,,Mitsubishi,2017-01-08,2018-01-07,WA
POL000001979,87,,Mitsubishi,2017-02-23,2018-02-22,WA
POL000001980,47,,Mazda,2016-05-24,2017-05-23,WA
POL000001981,73,,Nissan,2017-04-02,2018-04-01,WA
POL000001982,51,,Toyota,2017-03-29,2018-03-28,WA
POL000001983,34,,Subaru,2017-02-04,2018-02-03,WA
POL000001984,91,2016-06-12,Nissan,2016-10-18,2017-10-17,WA
POL000001985,33,2016-07-11,Subaru,2016-08-11,2017-08-10,WA
POL000001986,90,,Volkswagen,2017-01-17,2018-01-16,WA
POL000001987,43,,Volkswagen,2016-10-03,2017-10-02,WA
POL000001988,53,,Honda,2016-05-31,2017-05-30,WA
POL000001989,59,2015-06-13,Subaru,2016-05-30,2017-05-29,WA
POL000001990,40,2016-12-09,Honda,2016-12-31,2017-12-30,WA
POL000001991,53,,Mitsubishi,2016-10-29,2017-10-28,WA
POL000001992,81,,Subaru,2016-10-07,2017-10-06,WA
POL000001993,74,,Volkswagen,2017-03-12,2018-03-11,WA
POL000001994,93,,Ford,2016-07-09,2017-07-08,WA
POL000001995,44,,Subaru,2016-04-16,2017-04-15,WA
POL000001996,77,,Subaru,2017-01-24,2018-01-23,WA
POL000001997,46,,Ford,2016-06-08,2017-06-07,WA
POL000001998,87,,Mazda,2017-02-04,2018-02-03,WA
POL000001999,36,,Toyota,2016-05-18,2017-05-17,WA
POL000002000,47,,Nissan,2016-10-11,2017-10-10,WA
POL000002001,29,,Subaru,2016-05-16,2017-05-15,WA
POL000002002,43,,Mitsubishi,2016-09-10,2017-09-09,WA
POL000002003,84,,Nissan,2016-10-15,2017-10-14,WA
POL000002004,97,,Nissan,2017-02-28,2018-02-27,WA
POL000002005,46,,Toyota,2017-02-07,2018-02-06,WA
POL000002006,91,,Hyundai,2017-01-18,2018-01-17,WA
POL000002007,51,,Toyota,2016-05-30,2017-05-29,WA
POL000002008,95,,Mitsubishi,2016-09-06,2017-09-05,WA
POL000002009,34,,Honda,2016-11-27,2017-11-26,WA
POL000002010,97,,Hyundai,2016-12-07,2017-12-06,WA
POL000002011,65,,Mazda,2017-02-01,2018-01-31,WA
POL000002012,18,,Ford,2016-11-11,2017-11-10,WA
POL000002013,49,,Toyota,2017-03-10,2018-03-09,WA
POL000002014,83,,Ford,2016-12-05,2017-12-04,WA
POL000002015,51,,Subaru,2016-08-19,2017-08-18,WA
POL000002016,39,,Mitsubishi,2016-06-27,2017-06-26,WA
POL000002017,62,,Hyundai,2017-01-23,2018-01-22,WA
POL000002018,92,,Toyota,2016-05-23,2017-05-22,WA
POL000002019,79,2016-02-16,Mitsubishi,2016-07-19,2017-07-18,WA
POL000002020,96,,Subaru,2016-09-25,2017-09-24,WA
POL000002021,95,,Mitsubishi,2016-10-22,2017-10-21,WA
POL000002022,41,,Mazda,2017-02-20,2018-02-19,WA
POL000002023,54,,Holden,2016-05-11,2017-05-10,WA
POL000002024,85,,Mazda,2016-05-23,2017-05-22,WA
POL000002025,88,,Ford,2016-11-17,2017-11-16,WA
POL000002026,90,,Toyota,2016-11-02,2017-11-01,WA
POL000002027,45,,Hyundai,2017-01-11,2018-01-10,WA
POL000002028,52,,Nissan,2017-03-14,2018-03-13,WA
POL000002029,47,,Holden,2016-04-21,2017-04-20,WA
POL000002030,23,,Honda,2016-12-03,2017-12-02,WA
POL000002031,52,,Ford,2016-07-23,2017-07-22,WA
POL000002032,52,,Holden,2017-03-23,2018-03-22,WA
POL000002033,80,,Mazda,2016-07-03,2017-07-02,WA
POL000002034,92,,Subaru,2016-08-15,2017-08-14,WA
POL000002035,42,,Nissan,2016-10-29,2017-10-28,WA
POL000002036,52,,Mazda,2016-05-22,2017-05-21,WA
POL000002037,73,,Subaru,2016-09-04,2017-09-03,WA
POL000002038,90,,Hyundai,2016-08-20,2017-08-19,WA
POL000002039,58,,Toyota,2016-10-27,2017-10-26,WA
POL000002040,89,,Nissan,2017-04-03,2018-04-02,WA
POL000002041,47,,Toyota,2016-08-29,2017-08-28,WA
POL000002042,19,,Subaru,2017-01-08,2018-01-07,WA
POL000002043,75,2016-03-15,Ford,2016-07-23,2017-07-22,WA
POL000002044,84,,Subaru,2016-04-19,2017-04-18,WA
POL000002045,56,,Mitsubishi,2017-03-24,2018-03-23,WA
POL000002046,57,,Mitsubishi,2016-05-13,2017-05-12,WA
POL000002047,30,2016-05-08,Ford,2017-02-12,2018-02-11,WA
POL000002048,50,,Nissan,2017-03-30,2018-03-29,WA
POL000002049,81,,Hyundai,2017-02-15,2018-02-14,WA
POL000002050,30,,Subaru,2016-10-13,2017-10-12,WA
POL000002051,82,,Nissan,2016-09-16,2017-09-15,WA
POL000002052,36,,Volkswagen,2017-02-09,2018-02-08,WA
POL000002053,92,,Holden,2016-07-09,2017-07-08,WA
POL000002054,46,,Hyundai,2016-06-27,2017-06-26,WA
POL000002055,75,,Holden,2016-11-11,2017-11-10,WA
POL000002056,42,,Honda,2016-05-17,2017-05-16,WA
POL000002057,69,,Holden,2016-10-19,2017-10-18,WA
POL000002058,76,,Volkswagen,2016-07-29,2017-07-28,WA
POL000002059,66,,Hyundai,2016-04-22,2017-04-21,WA
POL000002060,98,,Subaru,2016-09-19,2017-09-18,WA
POL000002061,77,,Holden,2016-11-07,2017-11-06,WA
POL000002062,68,,Toyota,2017-02-18,2018-02-17,WA
POL000002063,58,,Honda,2016-05-09,2017-05-08,WA
POL000002064,22,,Mitsubishi,2016-09-02,2017-09-01,WA
POL000002065,63,,Volkswagen,2017-03-28,2018-03-27,WA
POL000002066,97,,Hyundai,2016-04-07,2017-04-06,WA
POL000002067,31,,Holden,2016-09-25,2017-09-24,WA
POL000002068,76,,Nissan,2016-05-28,2017-05-27,WA
POL000002069,28,,Holden,2017-02-18,2018-02-17,WA
POL000002070,94,,Mitsubishi,2016-07-01,2017-06-30,WA
POL000002071,31,,Honda,2016-11-24,2017-11-23,WA
POL000002072,77,,Mazda,2016-06-26,2017-06-25,WA
POL000002073,24,,Subaru,2016-12-16,2017-12-15,WA
POL000002074,24,,Mazda,2017-03-27,2018-03-26,WA
POL000002075,79,,Nissan,2017-01-19,2018-01-18,WA
POL000002076,71,,Volkswagen,2017-02-21,2018-02-20,WA
POL000002077,79,,Nissan,2016-12-14,2017-12-13,WA
POL000002078,43,,Volkswagen,2016-09-20,2017-09-19,WA
POL000002079,38,,Mazda,2017-03-23,2018-03-22,WA
POL000002080,98,,Subaru,2017-01-27,2018-01-26,WA
POL000002081,26,,Hyundai,2017-02-18,2018-02-17,WA
POL000002082,89,,Nissan,2017-01-03,2018-01-02,WA
POL000002083,96,,Hyundai,2017-01-12,2018-01-11,WA
POL000002084,41,,Volkswagen,2017-02-24,2018-02-23,WA
POL000002085,27,,Holden,2016-06-06,2017-06-05,WA
POL000002086,69,,Volkswagen,2016-08-06,2017-08-05,WA
POL000002087,98,,Mazda,2016-09-30,2017-09-29,WA
POL000002088,74,,Holden,2016-12-28,2017-12-27,WA
POL000002089,63,,Subaru,2016-11-03,2017-11-02,WA
POL000002090,27,,Volkswagen,2016-05-02,2017-05-01,WA
POL000002091,60,,Mitsubishi,2017-02-02,2018-02-01,WA
POL000002092,53,,Toyota,2016-10-13,2017-10-12,WA
POL000002093,32,,Holden,2017-03-24,2018-03-23,WA
POL000002094,95,,Nissan,2016-04-06,2017-04-05,WA
POL000002095,68,,Mitsubishi,2017-04-01,2018-03-31,WA
POL000002096,77,,Ford,2017-01-25,2018-01-24,WA
POL000002097,69,,Ford,2016-06-27,2017-06-26,WA
POL000002098,48,2015-09-23,Mazda,2016-07-02,2017-07-01,WA
POL000002099,91,,Volkswagen,2016-06-16,2017-06-15,WA
POL000002100,43,2016-08-23,Nissan,2017-02-26,2018-02-25,WA
POL000002101,38,,Nissan,2017-03-14,2018-03-13,WA
POL000002102,33,,Honda,2016-10-10,2017-10-09,WA
POL000002103,84,,Ford,2017-01-31,2018-01-30,WA
POL000002104,34,,Nissan,2016-09-18,2017-09-17,WA
POL000002105,90,,Mitsubishi,2017-01-01,2017-12-31,WA
POL000002106,87,,Hyundai,2017-02-04,2018-02-03,WA
POL000002107,43,,Volkswagen,2016-07-08,2017-07-07,WA
POL000002108,30,,Holden,2016-07-07,2017-07-06,WA
POL000002109,50,,Hyundai,2016-12-06,2017-12-05,WA
POL000002110,21,2016-02-13,Hyundai,2016-05-14,2017-05-13,WA
POL000002111,87,,Volkswagen,2016-04-11,2017-04-10,WA
POL000002112,86,2016-03-20,Nissan,2016-09-13,2017-09-12,WA
POL000002113,28,,Honda,2016-12-28,2017-12-27,WA
POL000002114,79,,Ford,2016-06-16,2017-06-15,WA
POL000002115,43,,Mitsubishi,2017-03-19,2018-03-18,WA
POL000002116,81,2016-05-21,Volkswagen,2017-01-13,2018-01-12,WA
POL000002117,50,,Ford,2016-07-26,2017-07-25,WA
POL000002118,91,2016-03-08,Ford,2016-11-22,2017-11-21,WA
POL000002119,96,,Nissan,2016-12-13,2017-12-12,WA
POL000002120,77,,Hyundai,2016-05-30,2017-05-29,WA
POL000002121,30,,Mitsubishi,2016-11-19,2017-11-18,WA
POL000002122,28,,Ford,2016-12-05,2017-12-04,WA
POL000002123,25,,Volkswagen,2017-01-01,2017-12-31,WA
POL000002124,31,,Holden,2017-01-26,2018-01-25,WA
POL000002125,25,,Hyundai,2016-07-18,2017-07-17,WA
POL000002126,90,2016-03-13,Mazda,2016-07-12,2017-07-11,WA
POL000002127,44,,Nissan,2016-11-25,2017-11-24,WA
POL000002128,84,,Ford,2017-01-04,2018-01-03,WA
POL000002129,21,,Subaru,2016-04-15,2017-04-14,WA
